Services;Localisation;Region;Auteur;Commentaires;Date;Etoile;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;Helene Dubois;Service déplorable 2 guichets  ;;;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;Perle Vinai;Agents très sympathiques. Accompagnement bienveillant, humain et adapté.;23/11/2022;5;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;Sanae Jouhaina;Une conseillère qui vous donne des rendez vous sans votre accord faudrait peut-être changer de métier;23/11/2022;1;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;Justine Lamotte;Les agents avec qui j'ai eu l'occasion d'échanger était vraiment très sympathique et de très bon conseils. Je me suis sentie à l'écoute. Ils prennent du temps avec chacun. Vraiment une super agence. Rien à voir avec celle du 15eme Paris ou l'on se faisait insulter. Bravo et merci.;22/05/2020;5;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;Thomas Goupil;j'ai toujours été bien traité et mes demandes d'informations répondues dans des délais raisonnables.;24/10/2022;4;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;Lilie Lilou;Cette agence est un scandale. Lorsque vous appelez la plateforme et qu’on vous passe l’agence de Montrouge on vous hurle dessus et on vous dit que si vous êtes pas content allez porter plainte.Je pense que le téléphone a dû interrompre  leur sieste.Sans compter sur les conseillers aigris qui ne vous lache pas alors que rien de ce qu’ils ont ne nous correspond et tentent de vous radier pas tout les moyens.Rappelez vous cher Pôle Emploi que vous nous offrez pas notre chômage, nous y avons droit car nous avons travaillé pour contrairement à vous qui êtes payé à on ne sait quoi.Cordialement,;22/05/2020;1;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;Ines Hammad;Déplorable , vraiment déçu par la qualité de l'échange avec une conseillère, sans globalisé l'ensemble du personnel bien évidemment. J'ai encore de l'espoir en l'humanité !;22/05/2022;1;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;benzi;Vous servez a quoi ?A part une charge supplémentaire au contribuable .Pôle emploi rien de plus a part frustration pour les personnes motivées.Si vous faites votre travaille correctement tout le monde trouvra son compte .Vous coûter trop chère au français.;22/05/2020;1;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;Mojo Lhs;Suite à la reception d'un courrier me demandant de contacter pôle emploi, j'ai passé 2h à joindre le service concerné pour qu'une dame m'insulte et me raccroche au nez ... Top 👍 …;22/05/2022;1;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;Emy 80;Honteux .Conseillere ne répondant pas aux mails ou bien répondant par une simple phrase vague sans réponse 🤕.Je suis épuisée moralement. J’ai eu un soucis d’actualisation de ma situation, personne ne répond à mes questions .;22/05/2021;1;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;Nicinha Proença;Une honte.....Menace de radier les agents si en se présente pas au RDV téléphonique et finalment ils nous répond jamais au téléphone et quand on a des RDV ils nous appelles pas. Pas de response de la part du conseiller.  Rien, rien, rien. Une honte franchement. A fuir et a vomir;22/05/2021;1;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;Sisi;Que c’est triste de voir comment les conseillers s’adressent aux personnes demandant de l’aide… que ce soit au téléphone ou en agence on peut ressentir le manque de patience et l’agacement;22/05/2022;1;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;Nesrine Zouari;Conseillère à l'écoute et un bon accompagnement;23/11/2022;5;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;Adam Zou;Pourri.;22/01/2023;1;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;Leonardo de Souza Boy;Honteux ! Scandaleux ! Au lieu d'aider les gens, vous êtes une menace pour leur santé mentale.;22/05/2022;1;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;Grg;Manque du matériel. Malgré la bonne accueil et la bienveillance du personnel.;22/05/2022;3;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;Saghar EMAMI;Le comble de l’incompetence et de l’inefficacité agrémenté d’une agressivité inouïe et absolument indigne . Quel gâchis de l’argent du contribuable.;23/05/2019;1;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;miss 92;Ne soyez pas en plus handicapé car le mépris est de rigueur.;22/05/2020;1;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;julien dondaine;Acceuil simpatique, donne de bon renseignement pour la recherche d emploi;23/05/2017;5;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;B O;sert à rien jamais trouver aucun travail accueil zéro te calcul pas;23/05/2018;1;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;Pascal Ptitpoucet;Rien à dire;24/09/2022;3;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;Dom DD;Catastrophique;22/05/2022;1;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;Alain D;Cette agence est un vrai sketch. Les conseillers ne peuvent pas s’empêcher de masquer leur incompétence par un mépris quasi-systématique et une mauvaise fois presque comique. J'y suis allé étant assez jeune, et même pour moi cela a été une très mauvaise expérience. Je n’ose même pas imaginer la manière dont ils traitent les personnes plus âgées qui ont réellement des difficultés.;22/05/2022;1;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;Francesc Xavier Torta Fumadó;Il y a toujours de longues files d'attente et le concept de dévouement au service social auquel il devrait être destiné se perd. Ne regardez pas tellement votre nombril.;23/12/2022;3;
Pôle emploi;223 Av. Pierre Brossolette, 92120 Montrouge;Île-de-France;Okoro Mercy Nkechi;Too many people and too few worker. Not helpful 🥺;24/10/2022;2;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Chloé B;Dommage que l'on soit obligé de mettre une étoile.J'ai mis 2 mois à me faire indemniser car ma conseillère ne comprenait rien à mon dossier et me disait que je n'avais pas le droit aux allocations car je n'avais pas assez travaillé hors que je n'ai eu aucune interruption depuis plus de 7 ans.Ils m'ont ensuite radier par erreur et m'ont envoyé une mise en demeure disant que je ne m'étais pas présentée à un rendez-vous physique alors que le rendez-vous a bien eu lieu mais par téléphone comme cela était convenu.Une fois en agence la conseillère m'indique que je dois faire une réclamation par courrier avec une demande rétroactive.Choses à laquelle je lui ai répondu qu'il en était hors de question car il s'agissait d'une erreur de leur part et quand on fait des erreurs on les répare.Je leur ai dit que je ne bougerai pas tant que je ne verrai pas un responsable.Et cette personne a réussi à régler l'ensemble de mes problèmes en 3 jours.C'est quand même dingue que l'on ai à leur apprendre leur métier !À aujourd'hui je souhaite faire une formation dans le but éventuellement de me mettre à mon compte mais aucun créneau de disponible que ce soit en présentiel en visio ou par téléphone.Je ne comprends vraiment pas quel est le rôle de pôle emploi à part nous donner des cheveux blancs et puiser sur notre santé mentale...Bref, vraiment peu qualifié et peu consciencieux. Ça craint beaucoup!;23/03/2023;1;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Chaima Badawy;aucune aide de leur part pour trouver un emploi. À fuir ils ne connaissent que des réponses type et aucune humanité. J'ai un Bac+5 et j'ai du interrompre un CDD qui a rien à voir avec mon secteur pour trouver un CDI ils me coupent mes ARE (juste pck j'ai stoppé le contrat UNE semaine avant la fin). Dieu merci j'ai eu le poste car si vous comptez sur eux vous ne trouverez jamais rien et en plus on vous arnaque. 0 ETOILE même 1 c'est trop;21/02/2023;1;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Benjamin;J'ai reçu un très bon accueil et vu des gens patients et engagés.Le système d'information étant archaïque, le.personnel semble gérer la complexité des demandes de documents, néanmoins ils le font avec patience et ecoute;23/03/2023;5;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Flavien;Des conseillers expert qui donne leur avis sur un métier qu'ils ne connaissent pas, un peu comme la conseillère d'orientation du collège. Conseillère par ailleurs hautaine qui prend les gens de haut. J'imagine que ça dépend de quel conseiller on a en face mais ça peut vraiment plomber le moral et descendre les gens vers le bas. Perso ça s'est bien passé, mais j'ai retrouvé ma copine avec le moral dans les talons lui annonçant plus ou moins qu'elle réussira pas et abasourdi par le manque de compétence de la conseillère qu'elle a eu en face d'elle.;24/09/2022;1;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Emmanuelle Sonrel;Je voulais féliciter une jeune femme qui travaille sur ce site.Cette une jeune fille qui accueille les personnes se rendant à pôle emploi à sartrouville. Son prénom est Elodie,Et  je voulais la féliciter pour son dévouement par rapport aux problèmes que l on peut rencontrer par rapport à pôle emploi. Merci encore pour l aide qu elle m a apporté encore ce matin.;23/11/2022;3;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Cherif ATERKOUI;Je suis arrivé à 12h30 pour ouvrir un nouveau compte (45 minutes avant la fermeture de l agence) et la dame me demande de revenir demain alors qu'il t'avais personnes devant moi et que l'inscription prends que 15 minutes grand max.N'importe quoi !!!Heureusement que je suis aller voir avec un autre agent et il m'a fait l'inscription en 10 minutes;22/05/2022;1;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Rata S.;Accueil très sympa. Les personnels très compétents, humains et très efficace pour résoudre mon problème d’inscription.;23/03/2023;5;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Agnes DESHAYES;Je travail depuis 2002 avec quelques passage via pôle emploi . J'ai arrêter mon ancien métier en mai 2020 . J'ai était malade pendant 5 mois et en stand bye pendant 2 mois , j'ai perdue de l'argent à cause de sa arrêt maladie de quatre jours . Puis j'ai effectuer une formation en debut d'année 2021que jai reussi et depuis se temps je recherche du travail . En février 2022 j'ai trouver un CDD de deux mois et demi . Et depuis je suis à la recherche mais fin de droit se termine dici quelques jour . Durant mon chômage j'ai eu l'occasion de voir ma conseiller que5-6 fois par mail et quelque fois par téléphone  . Elle m'a envoyer une annonce qu'au finale c'était négatif. Je n'est eu aucune autre aide de sa par . Pôle emploi m'a proposer de faire un vsi en fin d'ARE et je doit être seule pour faire ma démarche pour rechercher du taff . Je veux bien être compréhensible  mais la sa m'énerve en sachant que je suis active dans ma recherche d'emploi .;25/08/2022;2;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;MB' Ch;Très bon acceuil de ma conseillère Soreya. Ses bons conseils m'ont servi .;22/01/2023;5;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;nadouska doushka;Catastrophique radier pour avoir raté 2 appels téléphonique j'ai pourtant prévenu mon conseiller que mon téléphone étant défectueux je ne l'entendais pas sonné.Je fait une lettre de recours pour expliquer que j avais convenue avec mon conseiller un bilan de compétence et que le devis et en attente j ai reçu l accuser de réception j'ai jamais eu de réponse.Je me réinscris après ma radiation je vais en agence car je n'arrive pas à valider le devis depuis plusieurs semaines... 4 interlocuteurs personne sait comment faire sois disant un bug ( ce qui es faux j avais apeller le support technique)Ont m envoie chez une conseillère qui sait même pas rejoindre une réunion sur zomm.Entre temps j avais reçu un apel pour me changer de conseiller... Je croise mon conseiller et lui demande la raison.C est comme ça c'est des décision en interne je lui dit que je refuse car nous avions déjà convenue du bilan de compétences. Il me dit que je n'ai pas le choix.Je repars agacer sans avoir réussit à valider le devis.J'y arrive par moi même quelques jours plus tard.J'harcele mon conseiller par mail pour qu il me réponde ce qu il en ai pour la validation du bilan.Et la il me répond quoi ? Que ce ne seras pas financer qu'il faut que j aille faire Active projet que j'ai déjà fait 5 avant...Monsieur Jean Luc petit m'as fait perdre mon temps depuis le mois de janvier.Il es incompétent et mensonger.attente j ai reçu l accusé j'ai jamais eu de reponse;22/05/2021;1;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Katharina Kriener;Franchement, nous sommes allés ce matin, on avait peur vu les mauvais avis ici. Au contraire : une très bonne expérience à l'entrée ! Des gens très compétents, pro, gentils et bienveillant. Très utile également l'aide sur les programmes d'ordinateurs et l'inscripten sur place ! Nous sommes très contents de cette expérience positive !!;22/05/2022;5;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Piplette La Fourmi;INVENTER SON EMPLOI ET NON LE DENICHER!Dans la situation actuelle et avec l'attitude colérique de certains de leurs clients, ils sont forts compétents. Évidemment, eux aussi sont pris dans la même tourmente alors ne l'oubliez pas...on peut ne pas être content des procédures longues de cet organisme, on peut être agacé par nos soucis financiers actuelles, passés et futures...mais ils ne sont pas nos souffres- douleurs. Alors merci de sourire  pour nous, pour eux, pour vous !;22/05/2022;4;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Gwen;Impossible d'obtenir un rdv physique, que du téléphone ou de la visio, quand il reste des créneaux disponibles. 3949 c'est une plate-forme, pas de contact direct avec des gens de l'agence, en plus pas franchement aimables.;22/05/2022;1;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Lola Lola;Zero qualité humaine des soi-disant des “conseillers.”;21/02/2023;1;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Aroun rrb;L'acueil vraiment pas top  top et les gilets bleue qui font leurs services civiques désolé mais sont vraiment très incompétent.J'étais de passage à Sartrouville et je me suis dit tiens un pôle emploi ouvert je vais pouvoir poser une simple question pour savoir comment effectuer un changement de RIB et il y avait du monde et du coup je pose ma question a une des gilets bleue me dit qu'il faut faire la file d'attente pour poser la question a l'accueil,je lui explique que c'est une simple question et si elle peut demander à un emolyer de pôle emploi en Back Stage mais elle a refuser catégoriquement.J'ai du attendre 25 min dans la fille d'attente et une fois mon tour a l'accueil je pose ma question et en même 2 min elle m'explique comment procéder pour le changement de RIB.Bilan :25min d'attente pour une réponse en 2 min franchement Ils faut que les gilets bleus du service civique soient un minimum compréhensible ou qu'il y est un personnel pôle emploi avec eux pour les Gens qui ont des petites questions simples';22/05/2021;1;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Defossez Nicolas;Ma conseillère pendant mon premier rendez-vous avec elle quand je suis en recherche d'emploi depuis quelques années m'a dit ouvertement que ce n'était pas son boulot  de s'occuper de moi.Dans ce cas à quoi sert le Pole Emploi?;23/05/2019;1;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Sahar Elmasri;0 étoile! Personnes incompétents pour conseiller et aider à trouver de l'emploi! Nous avons envie de travailler mais les aides au retour à l'emploi ne sont pas aux attentes. Envie d'une formation pour débuter ? la réponse est: non mais vous allez pas trouver un travail avec ça!, trouver un travail pour financer ce que vous voulezcomment trouver rapidement un emploi?bah, cherchez!super l'aide et le conseilll!!!;23/05/2019;1;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Nathalie BIELEU;Bien bon accueil on prend le temps d'échanger avec des conseillers.;24/09/2022;4;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Emil Lazar;Conseillers incompétents, incapables de donner les réponses parce qu'ils ne sont pas formés suffisants. L'impression qu'ils te donnent est qu'ils sont là pour encaisser leur salaire et leurs bénéfices, non pour aider les gens. Il faut que cette structure, Pôle Emploi, disparaisse et que tous ces fonctionnaires fainéants soient licenciés sans pitié. Ce sont des parasites  pour la société;23/05/2019;1;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Chirivia 34;Je me suis présenté sans RDV à 9h40 afin de connaitre l'état d'avancement de mon dossier et l'agent au comptoir a répondu à mes attentes. Donc bilan positif de mon déplacement.;23/05/2019;4;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Maliha TOOR;Conseiller sympa lors du premier rdv en face à face, mais après, zéro retours à mes e-mails et impossible de les joindre, malgré un engagement de nous répondre sous 48h ouvrées.;22/05/2022;1;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Quentin Silva;Local accueillant, on a su répondre à mes questions, donc je ne suis pas venu pour rien.Cependant je suis tombé sur une personne qui semblait accueillante et sympathique, mais cette personne c’est ouvertement foutu de ma geul pour faire rire son collègue à côté...Je ne suis surment pas celui qui a le plus besoin du pôle emploi, dans le sens où j’ai sûrement retrouvé quelque chose mais je préfère assurer mes arrières, mais me faire insulter de la sorte (j’aurai peut être pu être un vrai demandeur d’emploi) je n’accepte pas;23/05/2019;1;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Jude Bubble;Les vrais horaires sont :Lundi : 12:00 - 14hMardi : 10h-11h puis 14h-14h30Mercredi : 10h-11h puis 14h-14h30Jeudi : 10h30-11h puis 14h-14h10Vendredi : FerméSamedi : FerméDimanche : FerméEt encore, il ne faut pas oublier qu'ils sont fermés les 1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29 de chaque mois... Faut pas trop de pression quand même !;24/05/2014;1;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Lucia Goncalves;Personne (au minimum syndical ) .;23/12/2022;1;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Adrien Tereygeol;Les conseillers pôle emploi doivent être plus respectueux envers les demandeurs d'emploi. On n'est pas des fainéants !!!!!!;23/05/2018;1;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;OniTchi Officiel;Ils sont bizarre. . Il y a  des personnes qui ont leur bureau au toilette je comprend pas leur fonctionnement;23/05/2016;1;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Benjamin Billy;Rien à dire de spécial. Pas pire ou mieux qu'un autre pole emploi.;23/05/2017;3;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;DIABLO11;Pffffffffffffff le site marche à moitié et l'apli j'en parle pas et pour le coup je me trouve radier;23/05/2016;1;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Eliane Eudes;Très bon accueil et bien accompagné par Monsieur Romain .;22/05/2021;5;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Jorge Da Cunha Miranda;Beaucoup de gens attendent d'être vus, très peu d'organisation😌😌 …;23/05/2019;3;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Anaïs Vairinho;Aucune communication. Le site ne marche jamais.;22/05/2021;1;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;suelene Susu;pas très efficace pour les réponses téléphonique.;23/05/2017;2;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Imprevisible 89;Ils ne répondent pas au teléphone;22/05/2020;1;
Pôle emploi;27 Rue Lamartine, 78500 Sartrouville;Île-de-France;Brian;ah;22/05/2020;1;
Pôle emploi;50 Rue du Pré des Aulnes, 77340 Pontault-Combault;Île-de-France;Lenny Kove;Service déplorable.mon dossier bloqué pour un changement de région, ne réponds pas a leurs collègues d'une autre région fait tout pour mettre des bâtons dans les roues.Continuer de faire les fantômes celà vous va si bien.;22/04/2023;1;
Pôle emploi;50 Rue du Pré des Aulnes, 77340 Pontault-Combault;Île-de-France;Christian Miller;J’ai eu du mal sur leur site donc j’ai téléphoné leur service téléphonique pour prendre un rendez-vous, un monsieur m’a répondu sans dire bonjour ni au revoir, juste une seule phrase “va sur poleemploi.fr”Vous êtes payé pour aider les gens mais limite cela vous dérange qu’on vous appelle. Rentrez chez vous et dormez dans ce cas là, bande de malpolis;26/07/2022;1;
Pôle emploi;50 Rue du Pré des Aulnes, 77340 Pontault-Combault;Île-de-France;o Roddio;Déplorable !Non seulement ils était injoignables par téléphone comme maintenant                                « momentanément » c’est les autres agences qui prennent en charge les appels, rien à dire au moins ils réponds mais peuvent rien faire puisque c’est pas mon agence = donc ça ne sert à rien , par e-mail personne réponds depuis plus d’un mois.Demande d’indemnisation pour congé non payé suite fermeture annuelle de l’entreprise, pas traité depuis 3 mois.;22/05/2022;1;
Pôle emploi;50 Rue du Pré des Aulnes, 77340 Pontault-Combault;Île-de-France;Vétuly Gayalin;J'ai eu un RV téléphonique et la personne au téléphone était sympathique et serviable. Elle a su répondre à toutes mes questions et bien me conseiller. J'espère que ça continuera ainsi ! :);22/05/2022;4;
Pôle emploi;50 Rue du Pré des Aulnes, 77340 Pontault-Combault;Île-de-France;Brittany Corado Perez;Très très en colère, devoir se déplacer tout les 4 matin parce que au bout de 1 mois mon dossier n'est toujours pas à jour,  alors que tout a été fait de mon côté correctement recevoir des lettres de sanction alors que rien n'est fait de leur côté,  insupportable !!!!!!;26/07/2022;1;
Pôle emploi;50 Rue du Pré des Aulnes, 77340 Pontault-Combault;Île-de-France;Gara Dabo;Meilleur conseillère madame Moreno;22/04/2023;5;
Pôle emploi;50 Rue du Pré des Aulnes, 77340 Pontault-Combault;Île-de-France;Henrique Chinês;Cela mérite 5 étoiles pour certains mais si on vous abbat le moral dès l'accueil parce que madame veut coûte que coûte votre identifiant et ne veut pas vous comprendrai en lui disant que votre ordinateur peut le savoir en quelques secondes en tapant mon et prénom mais elle vraiment est blonde. Je pensais que c'était juste la beauté de ses cheveux.Et une autre qui s'occupe d'un autre à côté qui dit que vous êtes en retard, ben oui il a dit le monsieur sauf si vous ne savez pas lire puisque je vous ai dit que j'ai rendez vous a 10h et qu'il est 10h04.;22/05/2020;2;
Pôle emploi;50 Rue du Pré des Aulnes, 77340 Pontault-Combault;Île-de-France;P N;Je trouve qu'ils se sont beaucoup amélioré. Il y a maintenant des RV téléphoniques, on n'est pas à chaque fois obligé de se déplacer. Et on peut faire des demandes de RV, c'est plus systématiquement un Rv par mois, ce qui est trop ou trop peu selon les cas. Certes, il est toujours difficile de les joindre, mais une fois qu'on a un conseiller, on peut discuter par mail je crois. Obligée de constater que c'est beaucoup moins pourri qu'avant.;23/05/2019;3;
Pôle emploi;50 Rue du Pré des Aulnes, 77340 Pontault-Combault;Île-de-France;Fouade Ben Chaabane;Je suis allé à l'accueil et une femme très désagréable de mauvaise humeur parle mal au gens et surtout ce qui m'a frappé c'est sont racisme elle se moque de l'accent des maghrébines et des qu'une femme entre avec le foulard sur la tête elle souffle de dégoût;22/05/2021;1;
Pôle emploi;50 Rue du Pré des Aulnes, 77340 Pontault-Combault;Île-de-France;Laura Stainier;Équipe incompétente complètement incapable de fournir un renseignement correctement résultats ? Je galère à obtenir un droit d’option depuis maintenant 3 semaine et demi je ne toujours pas le dossier;22/05/2021;1;
Pôle emploi;50 Rue du Pré des Aulnes, 77340 Pontault-Combault;Île-de-France;Laeti Juste;Merci pour votre implication et votre accueil;23/12/2022;5;
Pôle emploi;50 Rue du Pré des Aulnes, 77340 Pontault-Combault;Île-de-France;osman O;Absolument incompétent il vous refuse tout droit n’apporte aucune aide faite attention si vous comptez sur eux pour qu’il vous aide sachez que vous ne perdez pas votre temps vous le gâchez complément vous êtes prévenue.;22/05/2020;1;
Pôle emploi;50 Rue du Pré des Aulnes, 77340 Pontault-Combault;Île-de-France;sturm drang;Pitoyable d'une personne à l'autre pas du tout le même discours....;26/07/2022;1;
Pôle emploi;50 Rue du Pré des Aulnes, 77340 Pontault-Combault;Île-de-France;Jean Rémi MENANTEAU;Les personnes avec qui j'ai eu à échanger était sympathique et disponible.;22/05/2021;5;
Pôle emploi;50 Rue du Pré des Aulnes, 77340 Pontault-Combault;Île-de-France;Youssouph Camara;La personne avec qui j'avais eu échange est sympathique et à disposition;22/05/2021;5;
Pôle emploi;50 Rue du Pré des Aulnes, 77340 Pontault-Combault;Île-de-France;Steph;Médiocre. Suivi nul.Ne vous apporte pas l'aide demandée.;22/05/2020;1;
Pôle emploi;50 Rue du Pré des Aulnes, 77340 Pontault-Combault;Île-de-France;The Emperor Of Mankind;Aucune ligne pour les joindres tout le temps la messagerie.;23/05/2018;1;
Pôle emploi;50 Rue du Pré des Aulnes, 77340 Pontault-Combault;Île-de-France;Victor ANTIAO;Beaucoup de mal à les joindre...;22/05/2022;1;
Pôle emploi;50 Rue du Pré des Aulnes, 77340 Pontault-Combault;Île-de-France;camiile rouffin;mieux chercher par soit meme;22/05/2020;2;
Pôle emploi;50 Rue du Pré des Aulnes, 77340 Pontault-Combault;Île-de-France;LES SERVICES COM;Ignoble;23/05/2017;1;
Pôle emploi;5 Bis Rue Ferdinand de Lesseps, 60200 Compiègne;Île-de-France;Arthur Shelby;Pas une grande aide pour ma part. Travaillant en intérim, je reçois des rdv pour des réunions d'informations qui me sert strictement à rien vu que je fais de l'intérim et que je sais vraiment pas mon métier.Puis ça change tout le temps de conseiller que c'est pas agréable pour les suivis de recherche.;23/11/2022;2;
Pôle emploi;5 Bis Rue Ferdinand de Lesseps, 60200 Compiègne;Île-de-France;Loïc Fery;Après une période de 18 mois d'intérim non stop c'est un véritable parcours du combattant pour percevoir mon chômage... Les intervenants et conseillés du Pôle emploi de cette agence m'ont parlé comme si j'étais à moins que rien alors que j'ai fourni avec délicatesse et politesse tous les documents demandés avec assiduité c'est une honte pour notre beau département....;24/09/2022;1;
Pôle emploi;5 Bis Rue Ferdinand de Lesseps, 60200 Compiègne;Île-de-France;Juliette Grange;Très déçue ! Je m’était inscrite en 2020 mais j’ai dû me desinscrire suite à mon nouvel emploi. J’ai du me réinscrire cette année, suite à la perte de mon m’emploi. Très déçu de l’accueil, j’avais l’impression de déranger, quelle déception de ce changement de personnel constamment ! En 2020, j’avais était accueillie par un superbe jeune homme qui m’avais aidé du début à la fin avec une gentillesse incroyable ! J’espère ne pas resté inscrite longtemps dans cette agence qui c’est beaucoup détérioré au niveau de l’accueil…;24/10/2022;1;
Pôle emploi;5 Bis Rue Ferdinand de Lesseps, 60200 Compiègne;Île-de-France;John DAVID;Agence pôle emploi de COMPIÈGNE.Intervenantes très professionnelles.Invité à une réunion d'information, je suis très content d''être venu.Respectons les gestes barrières.STOP à la Covid 19 !!!;22/05/2022;3;
Pôle emploi;5 Bis Rue Ferdinand de Lesseps, 60200 Compiègne;Île-de-France;San Dra;C'est très dommage le personnel change constamment. Je voulais venir aujourd'hui remercier un jeune gilet bleu qui m'as aider pour mon CV, il n'est déjà plus là... Tout comme les conseillers j'ai jamais le même.;22/05/2021;2;
Pôle emploi;5 Bis Rue Ferdinand de Lesseps, 60200 Compiègne;Île-de-France;Noemie Soumare;Etant une nouvelle inscrite dans la région, je les note 5 stars,ils ont toujours été  très professionnels réactifs pour toutes requetes.visant à me faciliter,mes attentes,je les remercie ils me verront toujours dans leurs officines,ils satisfont entienerement messouhaits d'avancer dans la situation actuelle.Covid,chômage de longues durée etc...Je leur souhaite un grand courage.Noemie;22/05/2021;5;
Pôle emploi;5 Bis Rue Ferdinand de Lesseps, 60200 Compiègne;Île-de-France;Gismanou;Pourquoi les horaires d ouverture sont différents sur internet et sur la façade de pole emploi . je me suis rendue sur le lieu suivant l ouverture d internet et hop ,ferme madame c est sur rendez vous. on le sait comment sur internet ? merci de votre compréhension;23/05/2017;2;
Pôle emploi;5 Bis Rue Ferdinand de Lesseps, 60200 Compiègne;Île-de-France;Damien Vaillant;Si je pouvez mettre 0 je le ferai. Service totalement inutile, si nous pouvons appeler çà un service. Ils sont injoignables, impossible de les appeler lorsque l'on travail avec les horaires téléphones et pour ma part je n'ai jamais eu Compiègne au tel mais j'ai toujours la plateforme nord très sympathique mais ils ont aucun pouvoir de décision.;22/05/2020;1;
